"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","external_gene_name","chromosome_name","description"
"ENSOARG00000008480",111.667250666424,-1.51795171110425,0.40184772363145,-3.77743016032715,0.000158454918619606,0.0382759174134132,"ENSOARG00000008480","ALOX15","11","arachidonate 15-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:433]"
"ENSOARG00000008637",322.4010488287,-0.546568517029213,0.148258158385899,-3.68659993473384,0.000227270217396194,0.0422298033621126,"ENSOARG00000008637","TPGS1","5","tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]"
"ENSOARG00000008775",13695.3553873377,-1.13457809753918,0.310377081224642,-3.65548285028819,0.000256698369406281,0.0447475538999051,"ENSOARG00000008775","SEPP1","16","selenoprotein P, plasma, 1 [Source:HGNC Symbol;Acc:HGNC:10751]"
"ENSOARG00000009233",21.7536506573668,2.10809134309636,0.403816342571365,5.22042106981791,1.78516779024892e-07,0.000754635054132973,"ENSOARG00000009233","CEACAM16","14","carcinoembryonic antigen-related cell adhesion molecule 16 [Source:HGNC Symbol;Acc:HGNC:31948]"
"ENSOARG00000009463",815.758256569961,0.960167388438096,0.237201080361361,4.04790478599567,5.16781592540704e-05,0.0198596817006154,"ENSOARG00000009463","SHROOM4","X","shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]"
"ENSOARG00000009518",1113.18062023988,-1.10028622749527,0.298163968279444,-3.69020520435273,0.000224073224802963,0.0421965795957004,"ENSOARG00000009518","SOX4","20","SRY (sex determining region Y)-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]"
"ENSOARG00000009752",40.3398082557956,1.40104581700261,0.390798909381351,3.58508118464435,0.000336973365560252,0.049028620402301,"ENSOARG00000009752","ADRA1A","2","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]"
"ENSOARG00000009798",49.5052524214563,1.0320456922841,0.276285764200262,3.73542840787134,0.000187395888471292,0.0398387896921503,"ENSOARG00000009798","SAMD12","9","sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]"
"ENSOARG00000009958",1377.57854174123,-1.53638401798418,0.403250496896746,-3.80999906957975,0.000138967314744353,0.0345558577207685,"ENSOARG00000009958","NEFM","2","neurofilament, medium polypeptide [Source:HGNC Symbol;Acc:HGNC:7734]"
"ENSOARG00000010026",322.492523590275,-1.59444538754991,0.401291906442199,-3.97328070153734,7.08894249060962e-05,0.0237539148818384,"ENSOARG00000010026","ADAM28","2","ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]"
"ENSOARG00000010638",64.1519203075732,-1.40551409876403,0.390706814302214,-3.59736264460658,0.000321460153083377,0.049028620402301,"ENSOARG00000010638","NLRC4","3","NLR family, CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]"
"ENSOARG00000010649",374.461135836638,1.18804721185018,0.321251119833185,3.6981885462908,0.000217143574521606,0.0421965795957004,"ENSOARG00000010649","SEMA3F","19","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"ENSOARG00000010816",874.196918253928,-0.757398147135475,0.209592645306087,-3.61366757898102,0.000301896077282261,0.0481581204789221,"ENSOARG00000010816","","24","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PMC1]"
"ENSOARG00000011052",30.876775430297,-1.99596768454539,0.399305503404937,-4.99859798456439,5.77486595835752e-07,0.00162745347483112,"ENSOARG00000011052","EEF1A2","13","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]"
"ENSOARG00000011180",346.206380407395,0.397971691085102,0.110835246803939,3.59066003424967,0.000329841633295775,0.049028620402301,"ENSOARG00000011180","TRMO","2","tRNA methyltransferase O [Source:HGNC Symbol;Acc:HGNC:30967]"
"ENSOARG00000011356",2844.80839885648,-1.60631859663277,0.327588837402479,-4.90345949932119,9.41633645629105e-07,0.00217291258678177,"ENSOARG00000011356","GADD45A","1","growth arrest and DNA-damage-inducible, alpha [Source:HGNC Symbol;Acc:HGNC:4095]"
"ENSOARG00000011449",61.7864651592231,-1.78726889248197,0.40461790725894,-4.41717694748045,9.99983656186713e-06,0.00913002145083689,"ENSOARG00000011449","PRLR","16","prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]"
"ENSOARG00000011789",13215.8670287485,-0.951268630854034,0.261008059115575,-3.6445948607005,0.000267813344198449,0.0457419781520362,"ENSOARG00000011789","PRDX6","12","peroxiredoxin 6  [Source:RefSeq peptide;Acc:NP_001267633]"
"ENSOARG00000011915",97.831563380316,-1.71646818835998,0.402190255459757,-4.26780153188402,1.9740883664962e-05,0.0123629111811423,"ENSOARG00000011915","TBXAS1","4","thromboxane A synthase 1 (platelet) [Source:HGNC Symbol;Acc:HGNC:11609]"
"ENSOARG00000012056",216.011534178376,0.776707273048091,0.214467311436552,3.62156483356613,0.000292826397067203,0.0476460732310628,"ENSOARG00000012056","","8","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PR44]"
"ENSOARG00000012149",1804.72619090029,1.33943785833709,0.373419438010247,3.58695269178872,0.000334564993604173,0.049028620402301,"ENSOARG00000012149","GJA5","1","gap junction protein, alpha 5, 40kDa [Source:HGNC Symbol;Acc:HGNC:4279]"
"ENSOARG00000012165",129.557229379955,1.84458421638632,0.400931113938315,4.60075098254939,4.20970447854196e-06,0.00508442093054757,"ENSOARG00000012165","ADAMTSL5","5","ADAMTS-like 5 [Source:HGNC Symbol;Acc:HGNC:27912]"
"ENSOARG00000012224",612.671448527355,1.87277686386302,0.401480554853005,4.66467638650321,3.09103096043308e-06,0.00475147659181482,"ENSOARG00000012224","","X",""
"ENSOARG00000012362",1552.47619091536,1.50487341290237,0.392313634308164,3.83589373730581,0.000125108496358489,0.0325455317680874,"ENSOARG00000012362","TC2N","18","tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]"
"ENSOARG00000012437",180.270861174438,-0.804963806423793,0.198810150219675,-4.04890698756754,5.14573887123738e-05,0.0198596817006154,"ENSOARG00000012437","DHDH","14","dihydrodiol dehydrogenase (dimeric) [Source:HGNC Symbol;Acc:HGNC:17887]"
"ENSOARG00000012848",2.2573798497685,-1.48473674436845,0.404121226896353,-3.67398851025772,0.000238793474876142,0.0434167620073191,"ENSOARG00000012848","","24","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PTH6]"
"ENSOARG00000012958",1214.96110658727,1.58045620851654,0.398024116155634,3.97075489742072,7.1645257494456e-05,0.0237539148818384,"ENSOARG00000012958","","11","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PTV7]"
"ENSOARG00000013047",14.3214043266433,-1.35871965373763,0.375195246499453,-3.62136691872936,0.000293050542079989,0.0476460732310628,"ENSOARG00000013047","RAB19","4","RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]"
"ENSOARG00000013449",3039.93904861903,-0.725663013060469,0.164903796065481,-4.40052339833534,1.07990081623241e-05,0.00913002145083689,"ENSOARG00000013449","AK3","2","adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]"
"ENSOARG00000013545",116.6814644736,1.25124589922387,0.348038143529056,3.59514013761946,0.000324217007099818,0.049028620402301,"ENSOARG00000013545","OLFM2","5","olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]"
"ENSOARG00000013669",362.143933370395,1.75722192771346,0.372057850455051,4.72298037943362,2.32413279452708e-06,0.00392987614226584,"ENSOARG00000013669","NPY1R","6","neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]"
"ENSOARG00000013716",1243.78032519952,0.627678266753839,0.161110927012434,3.89593852132325,9.78192012914647e-05,0.0280343199091081,"ENSOARG00000013716","NAF1","6","nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]"
"ENSOARG00000013724",228.595978398308,0.502269635211041,0.134590187050401,3.73184439533434,0.000190082910305547,0.0398387896921503,"ENSOARG00000013724","PEX26","3","peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965]"
"ENSOARG00000014199",10852.5924202948,-1.69610235307038,0.388647513295424,-4.36411476993322,1.27638557272782e-05,0.00981018347693394,"ENSOARG00000014199","PLIN2","2","perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]"
"ENSOARG00000014207",17.8280291769022,1.5119783993165,0.375402636058459,4.02761796025599,5.63448004255444e-05,0.0211718717865673,"ENSOARG00000014207","","17",""
"ENSOARG00000014661",697.556587113383,-0.823766041805253,0.207289897625673,-3.97398064855442,7.06813083060631e-05,0.0237539148818384,"ENSOARG00000014661","RNF144A","3","ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]"
"ENSOARG00000014729",3815.49641565626,-1.55768466102922,0.403973035760841,-3.85591245736359,0.000115298747108819,0.0313074384353874,"ENSOARG00000014729","CD68","11","CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]"
"ENSOARG00000014766",27.6552343792729,1.48893304107344,0.40341082871617,3.69086037132885,0.000223496803886539,0.0421965795957004,"ENSOARG00000014766","","6","C-X-C motif chemokine  [Source:UniProtKB/TrEMBL;Acc:W5PZF0]"
"ENSOARG00000014836",440.193529633646,1.29605501162983,0.347051695698304,3.73447249413962,0.000188109047654499,0.0398387896921503,"ENSOARG00000014836","HECW2","2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]"
"ENSOARG00000015034",9.39742385479159,1.47696201486221,0.400294476086049,3.68968872441975,0.000224528611163395,0.0421965795957004,"ENSOARG00000015034","","17","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5Q093]"
"ENSOARG00000015579",1585.98885690587,-0.768371458749719,0.185471781265373,-4.14279441059733,3.4309949340024e-05,0.0170631450997196,"ENSOARG00000015579","LRP12","9","low density lipoprotein receptor-related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]"
"ENSOARG00000015752",874.675408492202,0.798841285857433,0.206670340257469,3.86529235333062,0.000110956212870359,0.0307566984168017,"ENSOARG00000015752","TMEM109","21","transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771]"
"ENSOARG00000016178",1448.77390594944,-1.4418412133541,0.372520670969104,-3.87049988287412,0.00010861240927461,0.0306087871404063,"ENSOARG00000016178","NREP","7","neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]"
"ENSOARG00000016212",1627.690184201,-0.609124763090763,0.164571324589644,-3.70128128098625,0.000214513517619671,0.0421965795957004,"ENSOARG00000016212","IP6K2","19","inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]"
"ENSOARG00000016305",6541.76886131792,0.756374471438649,0.183163369199941,4.12950730674205,3.6354144976177e-05,0.0175632067829193,"ENSOARG00000016305","MYCBP2","10","MYC binding protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:23386]"
"ENSOARG00000016359",248.515967438249,-1.15838150502502,0.259683576082465,-4.46074227142174,8.1676267168835e-06,0.00862960669213958,"ENSOARG00000016359","","1","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5Q4D1]"
"ENSOARG00000017011",1248.63618160927,1.60458197014526,0.374689333597671,4.28243300853664,1.84860797295764e-05,0.0122240882107289,"ENSOARG00000017011","CYP7B1","9","cytochrome P450, family 7, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2652]"
"ENSOARG00000017123",3329.55773634876,-1.8159744254548,0.371654342694438,-4.88619186389497,1.02805019186553e-06,0.00217291258678177,"ENSOARG00000017123","","4","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5Q6N3]"
"ENSOARG00000017163",10.3902205358801,1.56786943670268,0.401332596309138,3.90665859469581,9.35812295309496e-05,0.0277607896515584,"ENSOARG00000017163","","3",""
"ENSOARG00000017237",207.802349603932,1.53671885176223,0.398829738480984,3.85306987792613,0.00011664608323552,0.0313074384353874,"ENSOARG00000017237","PRDM16","12","PR domain containing 16 [Source:HGNC Symbol;Acc:HGNC:14000]"
"ENSOARG00000017490",398.659354530439,1.41758764004772,0.395852329593918,3.58110217894118,0.000342147803387044,0.049028620402301,"ENSOARG00000017490","THBS4","7","thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]"
"ENSOARG00000017805",14.318617714861,1.44732781138184,0.40319340809062,3.58966139410826,0.000331107778053167,0.049028620402301,"ENSOARG00000017805","CHRM3","25","cholinergic receptor, muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]"
"ENSOARG00000017823",7306.06604698768,1.54676023998834,0.361499856679127,4.27872988442501,1.87962797018719e-05,0.0122240882107289,"ENSOARG00000017823","DCBLD2","1","discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]"
"ENSOARG00000018146",165.551511623459,1.0546078731894,0.267571582256087,3.94140463010775,8.10058426914366e-05,0.0253653295198056,"ENSOARG00000018146","FICD","17","FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]"
"ENSOARG00000018277",17.5342794947134,-1.42009588426968,0.387048258645608,-3.66904088197941,0.000243462147980872,0.0437946963851976,"ENSOARG00000018277","CD28","2","CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]"
"ENSOARG00000018362",15.0598604023953,-1.52015913874729,0.404686132083918,-3.75639049185917,0.000172381649978466,0.0393892070200794,"ENSOARG00000018362","MT3","14","metallothionein-3  [Source:RefSeq peptide;Acc:NP_001009755]"
"ENSOARG00000018396",9243.95138891939,1.71204741837802,0.403374169985485,4.24431593733338,2.19261254120214e-05,0.0132410305211382,"ENSOARG00000018396","SCARB1","17","scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:HGNC:1664]"
"ENSOARG00000018906",270.164227385923,1.56020307678186,0.382713451738861,4.07668732231142,4.56818559468065e-05,0.018982577087189,"ENSOARG00000018906","HHLA2","1","HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905]"
"ENSOARG00000018916",198.629890673138,1.4813291148575,0.380101332502818,3.89719526922868,9.73131537041415e-05,0.0280343199091081,"ENSOARG00000018916","MYH15","1","myosin, heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]"
"ENSOARG00000018930",2382.54118355517,-0.893947251786136,0.218092002063614,-4.09894559785547,4.15036566178879e-05,0.0186300715736568,"ENSOARG00000018930","","7","Beta-hexosaminidase  [Source:UniProtKB/TrEMBL;Acc:W5QC89]"
"ENSOARG00000019698",357.370350172338,1.5539077531764,0.379844635871127,4.09090350746353,4.29695896488624e-05,0.0186300715736568,"ENSOARG00000019698","EHD3","3","EH-domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]"
"ENSOARG00000020131",126.211038467441,1.22270518269613,0.285030514222274,4.28973433259373,1.7888697665196e-05,0.0122240882107289,"ENSOARG00000020131","TSPAN2","1","tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]"
"ENSOARG00000020158",5361.11821302072,1.28576841983852,0.344918197648181,3.7277488651092,0.000193197750000374,0.0398387896921503,"ENSOARG00000020158","PTPRB","3","protein tyrosine phosphatase, receptor type, B [Source:HGNC Symbol;Acc:HGNC:9665]"
"ENSOARG00000020178",6.857226350969,1.47644777505087,0.402965716595522,3.66395381603358,0.000248351584998371,0.0442039679024995,"ENSOARG00000020178","ST8SIA1","3","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]"
