"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","external_gene_name","chromosome_name","description"
"ENSOARG00000000858",583.668567593896,1.21576863470712,0.276364978592058,4.39914145743379,1.08679971526156e-05,0.00322398182199258,"ENSOARG00000000858","NPR1","1","natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]"
"ENSOARG00000001111",112.6666934094,0.987076200897155,0.265402008270602,3.71917381985572,0.000199875475430838,0.0200890016077548,"ENSOARG00000001111","ID1","13","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5360]"
"ENSOARG00000001134",2.92415872344039,-1.38965640848712,0.405516843615866,-3.42687715779201,0.000610565210695448,0.0394047601055318,"ENSOARG00000001134","TMEM229A","4","transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279]"
"ENSOARG00000001254",1059.88224673004,1.6428055010039,0.376646432398834,4.36166483919945,1.29076494432386e-05,0.00341488117681437,"ENSOARG00000001254","TNXB","20","tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]"
"ENSOARG00000001395",1714.35839896106,0.997860178495797,0.281139595942812,3.54934058701136,0.000386197219602824,0.029023150161174,"ENSOARG00000001395","TINAGL1","2","tubulointerstitial nephritis antigen-like 1 [Source:HGNC Symbol;Acc:HGNC:19168]"
"ENSOARG00000001554",423.202419845442,2.1840031739047,0.381208820080479,5.72915173747455,1.0093408006924e-08,4.26673589972693e-05,"ENSOARG00000001554","FBLN2","19","fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]"
"ENSOARG00000001587",80.885608125719,2.13896287555221,0.3908396418885,5.47273778375434,4.43135565907098e-08,8.70593630683548e-05,"ENSOARG00000001587","","19","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5NU17]"
"ENSOARG00000001637",697.31227359773,1.54979913468138,0.392330079810389,3.95024295723231,7.80719025988205e-05,0.0108362342457118,"ENSOARG00000001637","FMOD","12","fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]"
"ENSOARG00000001735",747.719601029006,0.755392149186148,0.218168070445805,3.46243218653664,0.000535316795010493,0.0364986761565824,"ENSOARG00000001735","HSPA12B","13","heat shock 70kD protein 12B [Source:HGNC Symbol;Acc:HGNC:16193]"
"ENSOARG00000001745",85.7907224327048,1.49280706550467,0.405751133547423,3.67911988921207,0.000234040233917988,0.0218381723164522,"ENSOARG00000001745","CDH8","14","cadherin 8, type 2 [Source:HGNC Symbol;Acc:HGNC:1767]"
"ENSOARG00000001783",2561.61933024332,1.58672209307774,0.403530117027904,3.93210327091402,8.42058749610999e-05,0.0111570026472652,"ENSOARG00000001783","FOS","7","FBJ murine osteosarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:3796]"
"ENSOARG00000001848",125.678919221079,1.18044341979124,0.320425755933481,3.68398419269485,0.000229616486697836,0.0216904199640989,"ENSOARG00000001848","LINGO1","18","leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]"
"ENSOARG00000001968",470.632168456404,1.53292917183164,0.36858643683594,4.15894080365728,3.19726737909429e-05,0.00621409127736842,"ENSOARG00000001968","MFAP5","3","microfibrillar associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]"
"ENSOARG00000001985",100.460971620817,1.2082335899856,0.334301016149545,3.61420854744012,0.000301266498568695,0.0253095228648652,"ENSOARG00000001985","OLFM1","3","olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]"
"ENSOARG00000002050",812.040762616079,1.16457015154464,0.331248134149491,3.51570327946081,0.000438590858272544,0.0318288962340363,"ENSOARG00000002050","TGFB3","7","transforming growth factor, beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]"
"ENSOARG00000002053",1317.192320266,1.27573543508853,0.379489615639929,3.36171368730938,0.000774603957438168,0.0461189377335281,"ENSOARG00000002053","EFEMP1","3","EGF containing fibulin-like extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]"
"ENSOARG00000002079",431.681286685248,1.08357500483674,0.292974937535573,3.69852456988809,0.000216856361332803,0.0209532812215792,"ENSOARG00000002079","SOX13","12","SRY (sex determining region Y)-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]"
"ENSOARG00000002489",666.43623458639,1.01734596007483,0.280112926882965,3.63191364067212,0.000281327275249919,0.0244536962131014,"ENSOARG00000002489","PREX2","9","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
"ENSOARG00000002539",447.656679416044,1.9003824116825,0.379269439203813,5.01063944321985,5.42494723220583e-07,0.000509613515274269,"ENSOARG00000002539","MYRIP","19","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]"
"ENSOARG00000002639",1008.70544052371,0.882485512156439,0.234554726576207,3.76238639501352,0.000168299763340053,0.0181387685160499,"ENSOARG00000002639","PIK3C2B","12","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]"
"ENSOARG00000002674",181.603995046061,1.18465540371986,0.293815280323488,4.03197343043413,5.53104414723538e-05,0.00877484157708109,"ENSOARG00000002674","SHE","1","Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]"
"ENSOARG00000002688",70.9168468578988,1.39277584334122,0.327398708632811,4.25406639249537,2.09923014379668e-05,0.00486244965773398,"ENSOARG00000002688","ANK1","26","ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]"
"ENSOARG00000002693",924.126565388337,-1.11684279310085,0.270028567127929,-4.13601718136635,3.53385743646699e-05,0.00656280419815229,"ENSOARG00000002693","CNNM2","22","cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103]"
"ENSOARG00000002746",7.5802578685364,-1.41318604676036,0.340163197002409,-4.1544354569032,3.26091644391516e-05,0.00626577683524562,"ENSOARG00000002746","LDHAL6B","8","lactate dehydrogenase A-like 6B [Source:HGNC Symbol;Acc:HGNC:21481]"
"ENSOARG00000002778",50.4592687411428,2.03340168866072,0.374393098909165,5.43119436385246,5.59781241894772e-08,9.46534101919869e-05,"ENSOARG00000002778","","20","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5NXQ2]"
"ENSOARG00000002790",886.28224726273,1.24080664265837,0.371912137450759,3.33628972467362,0.000849046304817417,0.0479060573674537,"ENSOARG00000002790","SLIT3","16","slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]"
"ENSOARG00000002798",6.04796129962649,1.34802557665109,0.373633692148913,3.60788013762376,0.000308709040036387,0.0253095228648652,"ENSOARG00000002798","","8","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5NXS2]"
"ENSOARG00000002887",172.193150446089,1.02805338256372,0.274332646479818,3.74747007239386,0.000178627141415207,0.018854110380506,"ENSOARG00000002887","SLC45A4","9","solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:HGNC:29196]"
"ENSOARG00000002924",490.764962961697,0.93422312683487,0.184896460161184,5.05268259879319,4.35647530157578e-07,0.000491090939162299,"ENSOARG00000002924","CCND3","20","cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]"
"ENSOARG00000002991",1173.4180777906,1.18546031245468,0.328139554653431,3.61267118103674,0.000303058910413526,0.0253095228648652,"ENSOARG00000002991","CXCL12","25","chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]"
"ENSOARG00000003042",20.0126742774584,1.45162923331762,0.39304676059228,3.69327362253329,0.000221385591185206,0.0212693690985832,"ENSOARG00000003042","PON3","4","paraoxonase 3 [Source:HGNC Symbol;Acc:HGNC:9206]"
"ENSOARG00000003044",85.1060985214384,1.34651218947885,0.397242850723053,3.3896448659251,0.000699832211313621,0.0431878206609562,"ENSOARG00000003044","ACTA1","25","actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
"ENSOARG00000003121",72.1357201172018,1.91393316412345,0.389738595089288,4.91081249904176,9.0699785022178e-07,0.000766821332470004,"ENSOARG00000003121","WIF1","3","WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]"
"ENSOARG00000003213",73.5615889099465,1.042323716403,0.275612097267594,3.781850385874,0.000155666916735645,0.016981754161826,"ENSOARG00000003213","C4orf32","6","chromosome 4 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:26813]"
"ENSOARG00000003419",157.579652881272,0.967568085627055,0.274309629072485,3.52728443729323,0.000419845473172486,0.0310007297199719,"ENSOARG00000003419","STK32A","5","serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]"
"ENSOARG00000003577",2037.64964561509,0.443497030275165,0.128155687413129,3.46061138001223,0.000538950229944146,0.0365988330848417,"ENSOARG00000003577","CNBP","19","CCHC-type zinc finger, nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]"
"ENSOARG00000003664",22.0778795490138,-1.6941706714554,0.369829187868568,-4.58095447041213,4.62858611581145e-06,0.00177874460527854,"ENSOARG00000003664","","14","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P0G3]"
"ENSOARG00000003875",39.1445228135718,1.60214312140326,0.359232650940701,4.45990395697003,8.19963890179776e-06,0.00277295388380997,"ENSOARG00000003875","FAM46B","2","family with sequence similarity 46, member B [Source:HGNC Symbol;Acc:HGNC:28273]"
"ENSOARG00000003895",230.300856568479,1.26523506768703,0.346048564798209,3.65623555880032,0.000255946179364393,0.0231432831383558,"ENSOARG00000003895","MYCT1","8","myc target 1 [Source:HGNC Symbol;Acc:HGNC:23172]"
"ENSOARG00000004045",476.805943788281,-0.495159730666767,0.142449696907654,-3.4760321812953,0.000508891216980782,0.0351218023997063,"ENSOARG00000004045","ZNF354C","5","zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]"
"ENSOARG00000004049",55.7357840713372,1.85022769178244,0.396215042819611,4.66975629853815,3.01557257612109e-06,0.00152391584278632,"ENSOARG00000004049","MFSD4","12","major facilitator superfamily domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25433]"
"ENSOARG00000004395",194.70923213365,1.59565296375351,0.347146990486601,4.59647644220352,4.29695530916916e-06,0.00168970272843584,"ENSOARG00000004395","CHAD","11","chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909]"
"ENSOARG00000004415",450.446008365886,1.48321987756149,0.360149837630551,4.11834109747123,3.81609567812218e-05,0.00665220224962557,"ENSOARG00000004415","SEMA3G","19","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSOARG00000004730",1198.11702161038,-0.384717891525065,0.111923368173889,-3.43733304136585,0.000587472773677947,0.0386446734980221,"ENSOARG00000004730","STK4","13","serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]"
"ENSOARG00000004829",8.94075390860275,1.32789469262484,0.391515122287774,3.39168174364617,0.00069465076087681,0.0431878206609562,"ENSOARG00000004829","","12","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P424]"
"ENSOARG00000004833",50.1660360847944,1.92578348127562,0.394766266871072,4.87828784495553,1.07010682034274e-06,0.00082247437387161,"ENSOARG00000004833","","21","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P427]"
"ENSOARG00000004881",1910.15290148569,1.01509121708972,0.291520159361211,3.48206182143295,0.000497568805727769,0.034481110393651,"ENSOARG00000004881","TM4SF1","1","transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]"
"ENSOARG00000004969",9.59456363044907,1.38615924019683,0.383773569125982,3.61191950595689,0.000303938917131559,0.0253095228648652,"ENSOARG00000004969","SLPI","13","antileukoproteinase precursor  [Source:RefSeq peptide;Acc:NP_001030302]"
"ENSOARG00000005014",521.74370001948,1.48818481872322,0.306392336691061,4.8571215415997,1.19104491077647e-06,0.000852497350258898,"ENSOARG00000005014","ABLIM3","5","actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:29132]"
"ENSOARG00000005083",33.2949794802,1.43787772951454,0.390728860914857,3.67998853769818,0.000233244437612696,0.0218381723164522,"ENSOARG00000005083","SGCA","11","sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:HGNC:10805]"
"ENSOARG00000005230",71.3613316348358,1.6893123406077,0.371059244681918,4.55267552235715,5.29679360562499e-06,0.0019470322408155,"ENSOARG00000005230","STOX1","25","storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]"
"ENSOARG00000005318",382.165351627027,-0.579035609672733,0.153908361502667,-3.76221021404804,0.000168418395944162,0.0181387685160499,"ENSOARG00000005318","ZNF382","14","zinc finger protein 382 [Source:HGNC Symbol;Acc:HGNC:17409]"
"ENSOARG00000005500",2.93092473892726,1.36249160432017,0.403336129902499,3.37805493559313,0.000730004954898363,0.0446788614879813,"ENSOARG00000005500","WFDC10A","13","WAP four-disulfide core domain 10A [Source:HGNC Symbol;Acc:HGNC:16139]"
"ENSOARG00000005503",116.898426943658,1.75908665203038,0.376146650728521,4.67659794025382,2.91673326887499e-06,0.00152391584278632,"ENSOARG00000005503","SBSPON","9","somatomedin B and thrombospondin, type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]"
"ENSOARG00000005655",262.418995137933,1.48824256770954,0.342442342041534,4.34596539328957,1.38664431912472e-05,0.00360719519878153,"ENSOARG00000005655","MMP28","11","matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]"
"ENSOARG00000005699",21.1711590736962,2.65484362627455,0.393619680285236,6.74469229879644,1.53351663399695e-11,1.29651163821272e-07,"ENSOARG00000005699","","16","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P6Q6]"
"ENSOARG00000005722",10459.5554629882,1.36347551556647,0.315251823110668,4.32503610006982,1.52506885396603e-05,0.00384886406741965,"ENSOARG00000005722","EPAS1","3","endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]"
"ENSOARG00000005800",276.438322210044,1.0510574127098,0.311819601007329,3.37072271696318,0.000749712772019507,0.0451134991533019,"ENSOARG00000005800","","18","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P716]"
"ENSOARG00000005849",18.9441562630308,1.5689123218472,0.396571903446007,3.956186275967,7.6155786561659e-05,0.0107309849580924,"ENSOARG00000005849","SOST","11","sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]"
"ENSOARG00000005854",85.6671187323007,1.43664565914383,0.36529378990347,3.93284993846587,8.39446457616392e-05,0.0111570026472652,"ENSOARG00000005854","ADGRL3","6","adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]"
"ENSOARG00000005916",56.3153798026356,1.39622316406896,0.332226628668256,4.20262267857872,2.63840175392189e-05,0.00546062248244579,"ENSOARG00000005916","CHRNE","11","cholinergic receptor, nicotinic, epsilon (muscle) [Source:HGNC Symbol;Acc:HGNC:1966]"
"ENSOARG00000006008",32.3448353303339,1.30824871440468,0.390720332142346,3.34829955541722,0.000813090740074942,0.0472458808382378,"ENSOARG00000006008","KLHL14","23","kelch-like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]"
"ENSOARG00000006085",3679.59148779287,1.1062891316277,0.278044125763653,3.97882576583578,6.92564695797713e-05,0.0101831099489074,"ENSOARG00000006085","","4","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5P7W4]"
"ENSOARG00000006218",93.8809775719409,0.523719041656062,0.155350255401119,3.37121455194138,0.000748375492642186,0.0451134991533019,"ENSOARG00000006218","IBA57","5","IBA57 homolog, iron-sulfur cluster assembly [Source:HGNC Symbol;Acc:HGNC:27302]"
"ENSOARG00000006408",20.9767111818814,1.3992068571064,0.365378513037162,3.82947219713518,0.000128418390059373,0.0147710237035361,"ENSOARG00000006408","LGI2","6","leucine-rich repeat LGI family, member 2 [Source:HGNC Symbol;Acc:HGNC:18710]"
"ENSOARG00000006427",616.70270759988,1.1311208205055,0.333295295102377,3.39374973822555,0.000689426647549733,0.043175982160809,"ENSOARG00000006427","PLXNA4","4","plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]"
"ENSOARG00000006451",80.2329843887528,1.14518706603023,0.291784020789666,3.92477649369203,8.6810300174072e-05,0.0112913489664876,"ENSOARG00000006451","GATSL3","17","GATS protein-like 3 [Source:HGNC Symbol;Acc:HGNC:34423]"
"ENSOARG00000006489",55.4539217756127,1.26474595865256,0.348785804807605,3.62613942775053,0.000287690059116402,0.0245887139818263,"ENSOARG00000006489","RFX2","5","regulatory factor X, 2 (influences HLA class II expression) [Source:HGNC Symbol;Acc:HGNC:9983]"
"ENSOARG00000006517",447.514018380712,1.10594625991866,0.325511866751344,3.39756049742875,0.000679895530796753,0.0427373737183729,"ENSOARG00000006517","PDE3B","15","phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]"
"ENSOARG00000006557",368.831184359439,1.48375400037323,0.336937717581009,4.40364471815624,1.06447217693694e-05,0.00322398182199258,"ENSOARG00000006557","AKAP6","18","A kinase (PRKA) anchor protein 6 [Source:HGNC Symbol;Acc:HGNC:376]"
"ENSOARG00000006659",5338.60802027638,-0.734616670601461,0.220209246739583,-3.33599374902822,0.000849950748727667,0.0479060573674537,"ENSOARG00000006659","PTGR1","2","prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]"
"ENSOARG00000006716",498.448868733134,0.955245625200508,0.270457490040734,3.53196217659432,0.000412488350122083,0.0307067059184994,"ENSOARG00000006716","","22",""
"ENSOARG00000006737",41.1799951786595,1.1279033949577,0.337980573349087,3.33718409842665,0.000846318693822239,0.0479060573674537,"ENSOARG00000006737","KCNE3","15","potassium channel, voltage gated subfamily E regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]"
"ENSOARG00000006822",25.5932589080057,1.39948305360275,0.400852874378507,3.49126361080121,0.000480741670067047,0.0338702537465154,"ENSOARG00000006822","PLXNB3","X","plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]"
"ENSOARG00000006855",42.5871683267514,-1.33654040294172,0.401673628053691,-3.32742881183892,0.00087651380978841,0.0490760662573253,"ENSOARG00000006855","KCNA4","15","potassium channel, voltage gated shaker related subfamily A, member 4 [Source:HGNC Symbol;Acc:HGNC:6222]"
"ENSOARG00000006901",232.203478532558,1.26416012903627,0.298402168226841,4.23643077578201,2.27100891786773e-05,0.00505269602529283,"ENSOARG00000006901","THSD7A","4","thrombospondin, type I, domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]"
"ENSOARG00000006941",41.5276446192554,-1.34983485125948,0.405973580844883,-3.32493274180626,0.000884398672168022,0.0491917669331878,"ENSOARG00000006941","C17orf67","11","chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]"
"ENSOARG00000007029",983.668452943798,1.58685226677017,0.36729285678081,4.32040056721591,1.55746223803808e-05,0.00387281308573321,"ENSOARG00000007029","SPOCK2","25","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 [Source:HGNC Symbol;Acc:HGNC:13564]"
"ENSOARG00000007044",9.67926011230897,1.22067504005518,0.353769902330378,3.4504773639992,0.000559596093268123,0.0372066028537854,"ENSOARG00000007044","","9","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PAU1]"
"ENSOARG00000007200",11.7795738274848,1.49546368748157,0.403800152545858,3.70347479576977,0.000212666319269858,0.0206665217961726,"ENSOARG00000007200","FAM180B","15","family with sequence similarity 180, member B [Source:HGNC Symbol;Acc:HGNC:34451]"
"ENSOARG00000007283",219.563698975843,-0.653797749799227,0.189309960968865,-3.45358345885853,0.000553191101828018,0.037118683892103,"ENSOARG00000007283","FSD1L","2","fibronectin type III and SPRY domain containing 1-like [Source:HGNC Symbol;Acc:HGNC:13753]"
"ENSOARG00000007318",1021.68980244191,0.892700086511526,0.24759822817697,3.60543810464375,0.000311626760893077,0.0253095228648652,"ENSOARG00000007318","ID3","2","inhibitor of DNA binding 3, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5362]"
"ENSOARG00000007322",119.107809421015,-1.92356165205979,0.403682314893294,-4.76503820230087,1.88817871787952e-06,0.00117141441578661,"ENSOARG00000007322","","1","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PBN8]"
"ENSOARG00000007449",243.173584006905,0.59933095202246,0.176792553539485,3.39002373133666,0.000698865735058543,0.0431878206609562,"ENSOARG00000007449","ENOX1","10","ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]"
"ENSOARG00000007515",15.9515186339663,1.60866982164853,0.393597253083749,4.0870961599578,4.36806104133325e-05,0.00746056001493979,"ENSOARG00000007515","CAV3","19","caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]"
"ENSOARG00000007579",17.5270409817088,1.50339907107202,0.371281420015544,4.04921708985351,5.13892589273663e-05,0.00843632018643531,"ENSOARG00000007579","MYOZ3","5","myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]"
"ENSOARG00000007656",10153.8824297183,1.40313368759589,0.339780918262448,4.12952467952335,3.63513982287824e-05,0.00656280419815229,"ENSOARG00000007656","BGN","X","biglycan [Source:HGNC Symbol;Acc:HGNC:1044]"
"ENSOARG00000007676",68.1986557365973,1.3002458442312,0.368957851097162,3.52410401449566,0.000424917411206405,0.0311035866064463,"ENSOARG00000007676","CADM3","1","cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601]"
"ENSOARG00000007720",785.673669358943,0.928946032367735,0.271592297218839,3.42036958293859,0.00062536112694212,0.040206202644351,"ENSOARG00000007720","PLPP1","16","phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]"
"ENSOARG00000007828",177.384856902118,0.672824375283395,0.200592459773067,3.3541857756995,0.000795989019648811,0.0468406561504852,"ENSOARG00000007828","SNTA1","13","syntrophin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]"
"ENSOARG00000007849",30.2251119285357,-1.27081411888657,0.297570801871255,-4.27062773261066,1.94923541873919e-05,0.00457772523548069,"ENSOARG00000007849","PLEKHB1","15","pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:HGNC:19079]"
"ENSOARG00000007892",117.821133985529,-1.75722520164675,0.394431098788249,-4.45508786463646,8.38588435116925e-06,0.00277520962878163,"ENSOARG00000007892","","21",""
"ENSOARG00000007919",198.959990068497,-1.64190860498932,0.39281611713599,-4.17984021877825,2.91713988940323e-05,0.00580304922234344,"ENSOARG00000007919","","21",""
"ENSOARG00000008063",318.574798186546,1.52732205440212,0.339150216110889,4.5033792751668,6.68813675481463e-06,0.00230795315075838,"ENSOARG00000008063","HEY1","9","hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]"
"ENSOARG00000008330",625.206376506458,-0.551195727184233,0.157527599494504,-3.49904225642354,0.00046693257514717,0.0333137675660907,"ENSOARG00000008330","WDR91","4","WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]"
"ENSOARG00000008337",1202.76708846611,0.950748781835916,0.258593307502705,3.67661789478434,0.000236346651718656,0.0218381723164522,"ENSOARG00000008337","CAMK2G","25","calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol;Acc:HGNC:1463]"
"ENSOARG00000008351",1158.93224235201,1.51106072659512,0.346080162902723,4.36621594812371,1.26417501019856e-05,0.00341488117681437,"ENSOARG00000008351","SLCO2A1","1","prostaglandin transporter  [Source:RefSeq peptide;Acc:NP_001033110]"
"ENSOARG00000008455",1320.30177209303,-0.347013397303199,0.0984231006688434,-3.52573120481916,0.000422315365595983,0.0310475239863586,"ENSOARG00000008455","ESCO1","23","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]"
"ENSOARG00000008574",82.2769213067998,0.904804962564404,0.248647184652313,3.63891094857803,0.000273793448880922,0.0239874270835623,"ENSOARG00000008574","RASGRP2","21","RAS guanyl releasing protein 2 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:HGNC:9879]"
"ENSOARG00000008656",1004.3785543612,1.25322602093171,0.303317089188046,4.13173561795181,3.60034384768801e-05,0.00656280419815229,"ENSOARG00000008656","","12","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PFS2]"
"ENSOARG00000008659",686.972186333748,-0.985853551083556,0.263484537628118,-3.7415992602761,0.000182852929057394,0.018854110380506,"ENSOARG00000008659","NEB","2","nebulin [Source:HGNC Symbol;Acc:HGNC:7720]"
