"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","external_gene_name","chromosome_name","description"
"ENSOARG00000008867",170.373777145521,-2.16956640810275,0.567755410227671,-3.82130468335432,0.000132747526185159,0.0375074662566225,"ENSOARG00000008867","PLAUR","14","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
"ENSOARG00000008913",73.404979870271,-2.17887891527319,0.559142004580627,-3.89682566758228,9.74617219626615e-05,0.0348912964626328,"ENSOARG00000008913","CSRP3","21","cysteine and glycine-rich protein 3 (cardiac LIM protein) [Source:HGNC Symbol;Acc:HGNC:2472]"
"ENSOARG00000009028",4.81076466665103,2.26767642413526,0.552810338644164,4.10208757979639,4.09439227947962e-05,0.0229247728357526,"ENSOARG00000009028","MKRN3","18","makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]"
"ENSOARG00000009233",21.7536506573668,2.69353784810995,0.567017868304787,4.75035796695934,2.030568749911e-06,0.00317211758167915,"ENSOARG00000009233","CEACAM16","14","carcinoembryonic antigen-related cell adhesion molecule 16 [Source:HGNC Symbol;Acc:HGNC:31948]"
"ENSOARG00000009291",9.96367599024321,2.05802928631929,0.555218012544379,3.70670482552976,0.000209973427677887,0.0494271696057098,"ENSOARG00000009291","NMUR2","5","neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]"
"ENSOARG00000009752",40.3398082557956,2.14987273136382,0.556250505620315,3.8649362286266,0.000111118228161505,0.0355564955280248,"ENSOARG00000009752","ADRA1A","2","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]"
"ENSOARG00000009843",3.13214087725592,2.11505292168198,0.538005262664828,3.93128667776552,8.44924477685226e-05,0.0334001798028173,"ENSOARG00000009843","HAND1","5","heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]"
"ENSOARG00000009884",108.611013267412,-1.30940671911794,0.35045788196449,-3.73627413308004,0.000186767055013072,0.0471971334315387,"ENSOARG00000009884","PQLC2","2","PQ loop repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:26001]"
"ENSOARG00000010088",20.1882915336826,2.30482527266683,0.568282534633544,4.0557735496008,4.99686534451619e-05,0.0245331811657618,"ENSOARG00000010088","VIT","3","vitrin [Source:HGNC Symbol;Acc:HGNC:12697]"
"ENSOARG00000010120",303.498033153049,1.91830908884211,0.490126124543409,3.91390907927865,9.08138421529791e-05,0.0339248926860172,"ENSOARG00000010120","BRINP3","12","bone morphogenetic protein/retinoic acid inducible neural-specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]"
"ENSOARG00000010382",98.708980236002,2.88667070743238,0.567839267728812,5.08360529376245,3.70337125402113e-07,0.000909124737558559,"ENSOARG00000010382","THSD7B","2","thrombospondin, type I, domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]"
"ENSOARG00000010561",143.338939463002,-2.29305190359663,0.561278299171806,-4.08540987061168,4.39990776730513e-05,0.0229247728357526,"ENSOARG00000010561","HMGA1","20","high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]"
"ENSOARG00000010710",11.7380377824428,2.39918355956719,0.567722619489843,4.22597845709072,2.37904752543619e-05,0.0157236741065752,"ENSOARG00000010710","CALN1","24","calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]"
"ENSOARG00000011052",30.876775430297,-2.87468972498923,0.557133631842957,-5.15978494329981,2.4723367257039e-07,0.000708077238241596,"ENSOARG00000011052","EEF1A2","13","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]"
"ENSOARG00000011391",3976.43462774827,1.24636342980297,0.30508674320015,4.08527560630618,4.40245288396088e-05,0.0229247728357526,"ENSOARG00000011391","EHD2","14","EH-domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]"
"ENSOARG00000011449",61.7864651592231,-3.08575394399153,0.568506084134189,-5.42782923544434,5.70435766708068e-08,0.0002124531708671,"ENSOARG00000011449","PRLR","16","prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]"
"ENSOARG00000011622",7.74737581039143,2.27516860670844,0.562398995664207,4.04547060760912,5.22181173978035e-05,0.0248419413294026,"ENSOARG00000011622","C1orf158","12","chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567]"
"ENSOARG00000012165",129.557229379955,2.22258831660378,0.56678070504322,3.92142551224339,8.80266606606137e-05,0.0336144474842664,"ENSOARG00000012165","ADAMTSL5","5","ADAMTS-like 5 [Source:HGNC Symbol;Acc:HGNC:27912]"
"ENSOARG00000012206",1081.72165221071,-5.06512513856388,0.563369715873024,-8.99076573669695,2.45513853702705e-19,4.21891006202729e-15,"ENSOARG00000012206","CA5A","14","carbonic anhydrase VA, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1377]"
"ENSOARG00000012224",612.671448527355,2.24812307712532,0.567291949889198,3.96290318867457,7.4043812877334e-05,0.0304371839205396,"ENSOARG00000012224","","X",""
"ENSOARG00000012264",3725.47988522206,1.38035561416272,0.337478248675705,4.09020616759557,4.3098990856296e-05,0.0229247728357526,"ENSOARG00000012264","LTA4H","3","leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]"
"ENSOARG00000012695",29.6792169042525,2.41098538108279,0.567322396446478,4.24976238587515,2.1399740248053e-05,0.015322214017606,"ENSOARG00000012695","CFAP221","2","cilia and flagella associated protein 221 [Source:HGNC Symbol;Acc:HGNC:33720]"
"ENSOARG00000012848",2.2573798497685,-2.23397201734165,0.568675894074662,-3.92837473966912,8.55218756589829e-05,0.0334001798028173,"ENSOARG00000012848","","24","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PTH6]"
"ENSOARG00000013019",151.409732270744,-2.18806935130374,0.471419320253223,-4.64145031249125,3.4597222146167e-06,0.00424656189542667,"ENSOARG00000013019","TRH","19","thyrotropin-releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]"
"ENSOARG00000014199",10852.5924202948,-2.58178432077472,0.552977334099235,-4.66887910510885,3.02847516808969e-06,0.00400317825295794,"ENSOARG00000014199","PLIN2","2","perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]"
"ENSOARG00000014283",55.4866820930959,1.92314480704495,0.513198009654257,3.74737386129105,0.000178695647529253,0.0471971334315387,"ENSOARG00000014283","","3","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PXZ8]"
"ENSOARG00000014509",74.4443927924447,2.40635417216294,0.558015127506645,4.31234576545469,1.61531559752996e-05,0.0132178967752166,"ENSOARG00000014509","MGAM","4","maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]"
"ENSOARG00000014564",19.8074559927328,2.29138591664935,0.5688069848254,4.02840678433777,5.61561179048706e-05,0.025394387633613,"ENSOARG00000014564","EYA4","8","EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]"
"ENSOARG00000014856",218.183752545843,2.13342542276494,0.556709313625212,3.83220716907426,0.000126998722081917,0.0373673709205078,"ENSOARG00000014856","","1","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5PZP6]"
"ENSOARG00000015237",578.582892499785,1.29591052461183,0.335806149373496,3.85910301830259,0.000113803960314325,0.0355564955280248,"ENSOARG00000015237","NEIL2","2","nei-like DNA glycosylase 2 [Source:HGNC Symbol;Acc:HGNC:18956]"
"ENSOARG00000015262",1519.26945978123,-2.07472708768009,0.556720311873369,-3.72669551196832,0.000194006593721766,0.0476258472359262,"ENSOARG00000015262","SERPINE1","24","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:HGNC Symbol;Acc:HGNC:8583]"
"ENSOARG00000016092",2601.98120252946,-1.14248314860723,0.296721566876013,-3.85035425849117,0.000117947099016964,0.036192909812634,"ENSOARG00000016092","COLGALT1","5","collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]"
"ENSOARG00000016098",415.157480226268,-2.33256583848452,0.568802759954016,-4.10083424819016,4.11663355063716e-05,0.0229247728357526,"ENSOARG00000016098","","20","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5Q3J8]"
"ENSOARG00000016786",2369.10605315942,-2.3344793579185,0.541056773452829,-4.31466617268406,1.59844261138977e-05,0.0132178967752166,"ENSOARG00000016786","KRT8","3","keratin 8, type II [Source:HGNC Symbol;Acc:HGNC:6446]"
"ENSOARG00000017123",3329.55773634876,-2.14862168339396,0.531858771687402,-4.03983500465196,5.34888168754595e-05,0.0248419413294026,"ENSOARG00000017123","","4","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:W5Q6N3]"
"ENSOARG00000017163",10.3902205358801,3.20450347111829,0.56834221512522,5.63833441514151,1.71702815514258e-08,0.00014752705908985,"ENSOARG00000017163","","3",""
"ENSOARG00000017490",398.659354530439,2.47086161544445,0.561442709743189,4.40091495101015,1.07795372929766e-05,0.0108962099319123,"ENSOARG00000017490","THBS4","7","thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]"
"ENSOARG00000018362",15.0598604023953,-2.1245443306556,0.568549362044611,-3.73678078366904,0.000186391288891102,0.0471971334315387,"ENSOARG00000018362","MT3","14","metallothionein-3  [Source:RefSeq peptide;Acc:NP_001009755]"
"ENSOARG00000018592",8.98282908635804,2.07478343158244,0.556200824082574,3.73027752162126,0.000191268973613748,0.0476258472359262,"ENSOARG00000018592","","4",""
"ENSOARG00000018795",75.6193360307301,2.37083584610903,0.560139548702491,4.23258070529183,2.31024970105145e-05,0.0157236741065752,"ENSOARG00000018795","NTNG1","1","netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]"
"ENSOARG00000018906",270.164227385923,2.11613649096736,0.546018115948304,3.87557926954883,0.000106371343111364,0.0355564955280248,"ENSOARG00000018906","HHLA2","1","HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905]"
"ENSOARG00000020289",20.565289671419,2.16539047902459,0.546569869378172,3.96178165014499,7.43925584650059e-05,0.0304371839205396,"ENSOARG00000020289","PAX3","2","paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]"
"ENSOARG00000020469",7.64249577831548,2.48857243076784,0.556226623381083,4.47402610044227,7.67603659414063e-06,0.00824406330210703,"ENSOARG00000020469","CLDN16","1","claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]"
"ENSOARG00000020481",9.0026632854937,2.18217751534398,0.569039364646386,3.83484456598189,0.000125643724027914,0.0373673709205078,"ENSOARG00000020481","TPRG1","1","tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759]"
"ENSOARG00000020838",160.637314988021,-2.70384859758949,0.56507331948954,-4.78495180064778,1.71028370112379e-06,0.00293895151201111,"ENSOARG00000020838","GPRC5A","3","G protein-coupled receptor, class C, group 5, member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"ENSOARG00000023487",8.22339600943678,2.04840271446121,0.547968638665585,3.73817508872312,0.000185360844211237,0.0471971334315387,"ENSOARG00000023487","U6","23","U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSOARG00000024669",1.78876133325622,1.96687312755774,0.516451066625949,3.80844044026787,0.000139846020234914,0.0387599034147865,"ENSOARG00000024669","U5","13","U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]"
"ENSOARG00000025214",3.86829922655054,2.24855720761538,0.52447148176364,4.28728212266977,1.80872517997966e-05,0.0141277879512593,"ENSOARG00000025214","","4",""
"ENSOARG00000025549",10.4443858244536,2.12520403525545,0.550261714273918,3.86216954610354,0.00011238452513042,0.0355564955280248,"ENSOARG00000025549","","1",""
"ENSOARG00000026322",4.39221762659982,2.11927015364387,0.532670699840363,3.97857466963923,6.93296386192001e-05,0.0297840127508084,"ENSOARG00000026322","","10",""
